,id,geometry,Q,V,dist,B
0,get_data,POINT (141321 393123),3.3044244537517637,0.3577737319467866,13.745783814989851,0.2
0,get_data,POINT (141321 393123),3.3058415077502254,0.35739633037534185,13.745783814989851,0.2666666666666667
0,get_data,POINT (141321 393123),3.307120150004812,0.35699277392491013,13.745783814989851,0.33333333333333337
0,get_data,POINT (141321 393123),3.308069869214191,0.356528145715994,13.745783814989851,0.4
0,get_data,POINT (141321 393123),3.308616139848233,0.3560442813996145,13.745783814989851,0.46666666666666673
0,get_data,POINT (141321 393123),3.3092965412584796,0.35553340954014323,13.745783814989851,0.5333333333333334
0,get_data,POINT (141321 393123),3.3098299229131967,0.35500713972138725,13.745783814989851,0.6000000000000001
