date time,[Input]measUpSW-S570/Water level (op),[SP]Control group of SW-S570/CTR_SW-S570,[Output]SW-S570/Crest level (s),[Status]Control group of SW-S570/CTR_SW-S570,[IntervalRule]Control group of SW-S570/CTR_SW-S570_isActive
2017-06-08 02:00:00,-0.0896189756519,-99,-68.4,1,1
2017-06-08 03:00:00,-0.109898985842,-99,-68.22,1,1
2017-06-08 04:00:00,-0.1200809451,-99,-68.04,1,1
2017-06-08 05:00:00,-0.140078044498,-99,-67.86,1,1
2017-06-08 06:00:00,-0.160036024656,-99,-67.68,1,1
2017-06-08 07:00:00,-0.159907974374,-99,-67.5,1,1
2017-06-08 08:00:00,-0.170034723669,-99,-67.32,1,1
2017-06-08 09:00:00,-0.179980019895,-99,-67.14,1,1
2017-06-08 10:00:00,-0.189965908735,-99,-66.96,1,1
2017-06-08 11:00:00,-0.199990870885,-99,-66.78,1,1
2017-06-08 12:00:00,-0.189839956473,-99,-66.6,1,1
2017-06-08 13:00:00,-0.169854240574,-99,-66.42,1,1
2017-06-08 14:00:00,-0.150238341135,-99,-66.24,1,1
2017-06-08 15:00:00,-0.140245163534,-99,-66.06,1,1
2017-06-08 16:00:00,-0.140234683684,-99,-65.88,1,1
2017-06-08 17:00:00,-0.150026355203,-99,-65.7,1,1
2017-06-08 18:00:00,-0.15981674203,-99,-65.52,1,1
2017-06-08 19:00:00,-0.169856622736,-99,-65.34,1,1
2017-06-08 20:00:00,-0.169832540015,-99,-65.16,1,1
2017-06-08 21:00:00,-0.139633027128,-99,-64.98,1,1
2017-06-08 22:00:00,-0.100427939334,-99,-64.8,1,1
2017-06-08 23:00:00,-0.110652840457,-99,-64.62,1,1
2017-06-09 00:00:00,-0.140233718178,-99,-64.44,1,1
2017-06-09 01:00:00,-0.189508667084,-99,-64.26,1,1
2017-06-09 02:00:00,-0.209235197564,-99,-64.08,1,1
2017-06-09 03:00:00,-0.199727739654,-99,-63.9,1,1
2017-06-09 04:00:00,-0.189971111465,-99,-63.72,1,1
2017-06-09 05:00:00,-0.180108459023,-99,-63.54,1,1
2017-06-09 06:00:00,-0.200457359106,-99,-63.36,1,1
2017-06-09 07:00:00,-0.199878154977,-99,-63.18,1,1
2017-06-09 08:00:00,-0.159469692345,-99,-63,1,1
2017-06-09 09:00:00,-0.110373905768,-99,-62.82,1,1
2017-06-09 10:00:00,-0.0907549966356,-99,-62.64,1,1
2017-06-09 11:00:00,-0.140911912502,-99,-62.46,1,1
2017-06-09 12:00:00,-0.198727904021,-99,-62.28,1,1
2017-06-09 13:00:00,-0.228980473921,-99,-62.1,1,1
2017-06-09 14:00:00,-0.149934935634,-99,-61.92,1,1
2017-06-09 15:00:00,-0.0606733719157,-99,-61.74,1,1
2017-06-09 16:00:00,0.00826896881239,-99,-61.56,1,1
2017-06-09 17:00:00,0.0591453227854,-99,-61.38,1,1
2017-06-09 18:00:00,0.059512367357,-99,-61.2,1,1
2017-06-09 19:00:00,0.0308693893602,-99,-61.02,1,1
2017-06-09 20:00:00,-0.0184684579557,-99,-60.84,1,1
2017-06-09 21:00:00,-0.058754430899,-99,-60.66,1,1
2017-06-09 22:00:00,-0.0790188205582,-99,-60.48,1,1
2017-06-09 23:00:00,-0.0993227369713,-99,-60.3,1,1
2017-06-10 00:00:00,-0.119470625724,-99,-60.12,1,1
2017-06-10 01:00:00,-0.139476554277,-99,-59.94,1,1
2017-06-10 02:00:00,-0.159509356941,-99,-59.76,1,1
2017-06-10 03:00:00,-0.14996647413,-99,-59.58,1,1
2017-06-10 04:00:00,-0.140104490944,-99,-59.4,1,1
2017-06-10 05:00:00,-0.140208929674,-99,-59.22,1,1
2017-06-10 06:00:00,-0.140187762502,-99,-59.04,1,1
2017-06-10 07:00:00,-0.140171623918,-99,-58.86,1,1
2017-06-10 08:00:00,-0.119833410915,-99,-58.68,1,1
2017-06-10 09:00:00,-0.120270700728,-99,-58.5,1,1
2017-06-10 10:00:00,-0.160160443941,-99,-58.32,1,1
2017-06-10 11:00:00,-0.189617486358,-99,-58.14,1,1
2017-06-10 12:00:00,-0.149172843185,-99,-57.96,1,1
2017-06-10 13:00:00,-0.140446503823,-99,-57.78,1,1
2017-06-10 14:00:00,-0.119849872935,-99,-57.6,1,1
2017-06-10 15:00:00,-0.110542630582,-99,-57.42,1,1
2017-06-10 16:00:00,-0.110059422491,-99,-57.24,1,1
2017-06-10 17:00:00,-0.110008097843,-99,-57.06,1,1
2017-06-10 18:00:00,-0.120081958001,-99,-56.88,1,1
2017-06-10 19:00:00,-0.119952552685,-99,-56.7,1,1
2017-06-10 20:00:00,-0.130037101162,-99,-56.52,1,1
2017-06-10 21:00:00,-0.170408382038,-99,-56.34,1,1
2017-06-10 22:00:00,-0.2000650315,-99,-56.16,1,1
2017-06-10 23:00:00,-0.199832623612,-99,-55.98,1,1
2017-06-11 00:00:00,-0.179809406857,-99,-55.8,1,1
2017-06-11 01:00:00,-0.1498278139,-99,-55.62,1,1
2017-06-11 02:00:00,-0.120250835808,-99,-55.44,1,1
2017-06-11 03:00:00,-0.120605330868,-99,-55.26,1,1
2017-06-11 04:00:00,-0.150322307216,-99,-55.08,1,1
2017-06-11 05:00:00,-0.159650529244,-99,-54.9,1,1
2017-06-11 06:00:00,-0.169932006489,-99,-54.72,1,1
2017-06-11 07:00:00,-0.179914647552,-99,-54.54,1,1
2017-06-11 08:00:00,-0.189992727256,-99,-54.36,1,1
2017-06-11 09:00:00,-0.210117486958,-99,-54.18,1,1
2017-06-11 10:00:00,-0.219807263425,-99,-54,1,1
2017-06-11 11:00:00,-0.209600142772,-99,-53.82,1,1
2017-06-11 12:00:00,-0.179697858441,-99,-53.64,1,1
2017-06-11 13:00:00,-0.150098220721,-99,-53.46,1,1
2017-06-11 14:00:00,-0.140359531792,-99,-53.28,1,1
2017-06-11 15:00:00,-0.140228716493,-99,-53.1,1,1
2017-06-11 16:00:00,-0.12988095094,-99,-52.92,1,1
2017-06-11 17:00:00,-0.109767987611,-99,-52.74,1,1
2017-06-11 18:00:00,-0.080122940484,-99,-52.56,1,1
2017-06-11 19:00:00,-0.080542957143,-99,-52.38,1,1
2017-06-11 20:00:00,-0.0596820026109,-99,-52.2,1,1
2017-06-11 21:00:00,-0.0705192831042,-99,-52.02,1,1
2017-06-11 22:00:00,-0.0798117864089,-99,-51.84,1,1
2017-06-11 23:00:00,-0.120045291384,-99,-51.66,1,1
2017-06-12 00:00:00,-0.139488031141,-99,-51.48,1,1
2017-06-12 01:00:00,-0.109032060431,-99,-51.3,1,1
2017-06-12 02:00:00,-0.0603058207729,-99,-51.12,1,1
2017-06-12 03:00:00,-0.0305367152272,-99,-50.94,1,1
2017-06-12 04:00:00,-0.0204763919281,-99,-50.76,1,1
2017-06-12 05:00:00,-0.0100799958298,-99,-50.58,1,1
2017-06-12 06:00:00,0.0102092342619,-99,-50.4,1,1
2017-06-12 07:00:00,0.0300453742813,-99,-50.22,1,1
2017-06-12 08:00:00,0.0196406221401,-99,-50.04,1,1
2017-06-12 09:00:00,0.00996360803825,-99,-49.86,1,1
2017-06-12 10:00:00,0.000126715897086,-99,-49.68,1,1
2017-06-12 11:00:00,0.0104243404846,-99,-49.5,1,1
2017-06-12 12:00:00,0.0300204534963,-99,-49.32,1,1
2017-06-12 13:00:00,0.0397481266707,-99,-49.14,1,1
2017-06-12 14:00:00,0.039815343039,-99,-48.96,1,1
2017-06-12 15:00:00,0.029861817176,-99,-48.78,1,1
2017-06-12 16:00:00,0.0201034249166,-99,-48.6,1,1
2017-06-12 17:00:00,0.0507018639126,-99,-48.42,1,1
2017-06-12 18:00:00,0.0595370845776,-99,-48.24,1,1
2017-06-12 19:00:00,0.0496003156954,-99,-48.06,1,1
2017-06-12 20:00:00,0.0100361338602,-99,-47.88,1,1
2017-06-12 21:00:00,-0.019525803268,-99,-47.7,1,1
2017-06-12 22:00:00,-0.0496800956686,-99,-47.52,1,1
2017-06-12 23:00:00,-0.0697501498866,-99,-47.34,1,1
2017-06-13 00:00:00,-0.0899595196867,-99,-47.16,1,1
2017-06-13 01:00:00,-0.0998885105177,-99,-46.98,1,1
2017-06-13 02:00:00,-0.0998947957477,-99,-46.8,1,1
2017-06-13 03:00:00,-0.0898161384399,-99,-46.62,1,1
2017-06-13 04:00:00,-0.0901994968811,-99,-46.44,1,1
2017-06-13 05:00:00,-0.0900879103072,-99,-46.26,1,1
